,Year/Month,Diseases,Case number,Disease_cn,Disease_en
414,2012-01-31,百日咳 Pertussis,132,百日咳,Pertussis
415,2012-02-29,百日咳 Pertussis,229,百日咳,Pertussis
416,2012-03-31,百日咳 Pertussis,270,百日咳,Pertussis
417,2012-04-30,百日咳 Pertussis,242,百日咳,Pertussis
418,2012-05-31,百日咳 Pertussis,244,百日咳,Pertussis
419,2012-06-30,百日咳 Pertussis,254,百日咳,Pertussis
420,2012-07-31,百日咳 Pertussis,251,百日咳,Pertussis
421,2012-08-31,百日咳 Pertussis,282,百日咳,Pertussis
422,2012-09-30,百日咳 Pertussis,133,百日咳,Pertussis
423,2012-10-31,百日咳 Pertussis,87,百日咳,Pertussis
424,2012-11-30,百日咳 Pertussis,77,百日咳,Pertussis
425,2012-12-31,百日咳 Pertussis,85,百日咳,Pertussis
426,2013-01-01,百日咳 Pertussis,104,百日咳,Pertussis
427,2013-02-01,百日咳 Pertussis,105,百日咳,Pertussis
428,2013-03-03,百日咳 Pertussis,144,百日咳,Pertussis
429,2013-04-02,百日咳 Pertussis,115,百日咳,Pertussis
430,2013-05-03,百日咳 Pertussis,134,百日咳,Pertussis
431,2013-06-03,百日咳 Pertussis,149,百日咳,Pertussis
432,2013-07-04,百日咳 Pertussis,241,百日咳,Pertussis
433,2013-08-04,百日咳 Pertussis,255,百日咳,Pertussis
434,2013-09-04,百日咳 Pertussis,159,百日咳,Pertussis
435,2013-10-05,百日咳 Pertussis,105,百日咳,Pertussis
436,2013-11-30,百日咳 Pertussis,106,百日咳,Pertussis
437,2013-12-31,百日咳 Pertussis,136,百日咳,Pertussis
438,2014-01-30,百日咳 Pertussis,109,百日咳,Pertussis
439,2014-02-27,百日咳 Pertussis,108,百日咳,Pertussis
440,2014-03-30,百日咳 Pertussis,164,百日咳,Pertussis
441,2014-04-29,百日咳 Pertussis,156,百日咳,Pertussis
442,2014-05-30,百日咳 Pertussis,213,百日咳,Pertussis
443,2014-06-29,百日咳 Pertussis,315,百日咳,Pertussis
444,2014-07-30,百日咳 Pertussis,418,百日咳,Pertussis
445,2014-08-30,百日咳 Pertussis,574,百日咳,Pertussis
446,2014-09-29,百日咳 Pertussis,574,百日咳,Pertussis
447,2014-10-30,百日咳 Pertussis,308,百日咳,Pertussis
448,2014-11-30,百日咳 Pertussis,292,百日咳,Pertussis
449,2014-12-30,百日咳 Pertussis,298,百日咳,Pertussis
450,2015-01-01,百日咳 Pertussis,275,百日咳,Pertussis
451,2015-02-01,百日咳 Pertussis,315,百日咳,Pertussis
452,2015-03-01,百日咳 Pertussis,498,百日咳,Pertussis
453,2015-04-01,百日咳 Pertussis,507,百日咳,Pertussis
454,2015-05-01,百日咳 Pertussis,573,百日咳,Pertussis
455,2015-06-01,百日咳 Pertussis,723,百日咳,Pertussis
456,2015-07-01,百日咳 Pertussis,877,百日咳,Pertussis
457,2015-08-01,百日咳 Pertussis,999,百日咳,Pertussis
458,2015-09-01,百日咳 Pertussis,763,百日咳,Pertussis
459,2015-10-01,百日咳 Pertussis,466,百日咳,Pertussis
460,2015-11-01,百日咳 Pertussis,377,百日咳,Pertussis
461,2015-12-30,百日咳 Pertussis,446,百日咳,Pertussis
462,2016-01-01,百日咳 Pertussis,332,百日咳,Pertussis
463,2016-02-01,百日咳 Pertussis,384,百日咳,Pertussis
464,2016-03-01,百日咳 Pertussis,527,百日咳,Pertussis
465,2016-04-01,百日咳 Pertussis,433,百日咳,Pertussis
466,2016-05-01,百日咳 Pertussis,444,百日咳,Pertussis
467,2016-06-01,百日咳 Pertussis,476,百日咳,Pertussis
468,2016-07-01,百日咳 Pertussis,581,百日咳,Pertussis
469,2016-08-01,百日咳 Pertussis,711,百日咳,Pertussis
470,2016-09-01,百日咳 Pertussis,545,百日咳,Pertussis
471,2016-10-01,百日咳 Pertussis,374,百日咳,Pertussis
472,2016-11-01,百日咳 Pertussis,410,百日咳,Pertussis
473,2016-12-01,百日咳 Pertussis,466,百日咳,Pertussis
474,2017-01-01,百日咳 Pertussis,413,百日咳,Pertussis
475,2017-02-01,百日咳 Pertussis,488,百日咳,Pertussis
476,2017-03-01,百日咳 Pertussis,748,百日咳,Pertussis
477,2017-04-01,百日咳 Pertussis,608,百日咳,Pertussis
478,2017-05-01,百日咳 Pertussis,861,百日咳,Pertussis
479,2017-06-01,百日咳 Pertussis,1051,百日咳,Pertussis
480,2017-07-01,百日咳 Pertussis,1224,百日咳,Pertussis
481,2017-08-01,百日咳 Pertussis,1605,百日咳,Pertussis
482,2017-09-01,百日咳 Pertussis,1257,百日咳,Pertussis
483,2017-10-01,百日咳 Pertussis,869,百日咳,Pertussis
484,2017-11-01,百日咳 Pertussis,791,百日咳,Pertussis
485,2017-12-01,百日咳 Pertussis,627,百日咳,Pertussis
486,2018-01-01,百日咳 Pertussis,12137,百日咳,Pertussis
487,2018-02-01,百日咳 Pertussis,7943,百日咳,Pertussis
488,2018-03-01,百日咳 Pertussis,1602,百日咳,Pertussis
489,2018-04-01,百日咳 Pertussis,1758,百日咳,Pertussis
490,2018-05-01,百日咳 Pertussis,1764,百日咳,Pertussis
491,2018-06-01,百日咳 Pertussis,1973,百日咳,Pertussis
492,2018-07-01,百日咳 Pertussis,2850,百日咳,Pertussis
493,2018-08-01,百日咳 Pertussis,4134,百日咳,Pertussis
494,2018-09-01,百日咳 Pertussis,2657,百日咳,Pertussis
495,2018-10-01,百日咳 Pertussis,1572,百日咳,Pertussis
496,2018-11-01,百日咳 Pertussis,1365,百日咳,Pertussis
497,2018-12-01,百日咳 Pertussis,1399,百日咳,Pertussis
498,2019-01-01,百日咳 Pertussis,1260,百日咳,Pertussis
499,2019-02-01,百日咳 Pertussis,1444,百日咳,Pertussis
500,2019-03-01,百日咳 Pertussis,2735,百日咳,Pertussis
501,2019-04-01,百日咳 Pertussis,2689,百日咳,Pertussis
502,2019-05-01,百日咳 Pertussis,3129,百日咳,Pertussis
503,2019-06-01,百日咳 Pertussis,3128,百日咳,Pertussis
504,2019-07-01,百日咳 Pertussis,3635,百日咳,Pertussis
505,2019-08-01,百日咳 Pertussis,4388,百日咳,Pertussis
506,2019-09-01,百日咳 Pertussis,3319,百日咳,Pertussis
507,2019-10-01,百日咳 Pertussis,1933,百日咳,Pertussis
508,2019-11-01,百日咳 Pertussis,1653,百日咳,Pertussis
509,2019-12-01,百日咳 Pertussis,1414,百日咳,Pertussis
510,2020-01-31,百日咳 Pertussis,1141,百日咳,Pertussis
511,2020-02-29,百日咳 Pertussis,738,百日咳,Pertussis
512,2020-03-31,百日咳 Pertussis,874,百日咳,Pertussis
513,2020-04-01,百日咳 Pertussis,479,百日咳,Pertussis
514,2020-05-01,百日咳 Pertussis,277,百日咳,Pertussis
515,2020-06-01,百日咳 Pertussis,159,百日咳,Pertussis
516,2020-07-01,百日咳 Pertussis,131,百日咳,Pertussis
517,2020-08-01,百日咳 Pertussis,142,百日咳,Pertussis
518,2020-09-01,百日咳 Pertussis,201,百日咳,Pertussis
519,2020-10-01,百日咳 Pertussis,267,百日咳,Pertussis
520,2020-11-01,百日咳 Pertussis,291,百日咳,Pertussis
521,2020-12-01,百日咳 Pertussis,294,百日咳,Pertussis
522,2021-01-31,百日咳 Pertussis,205,百日咳,Pertussis
523,2021-02-28,百日咳 Pertussis,115,百日咳,Pertussis
524,2021-03-31,百日咳 Pertussis,220,百日咳,Pertussis
525,2021-04-30,百日咳 Pertussis,308,百日咳,Pertussis
526,2021-05-31,百日咳 Pertussis,427,百日咳,Pertussis
527,2021-06-30,百日咳 Pertussis,519,百日咳,Pertussis
528,2021-07-31,百日咳 Pertussis,820,百日咳,Pertussis
529,2021-08-31,百日咳 Pertussis,1227,百日咳,Pertussis
530,2021-09-30,百日咳 Pertussis,1094,百日咳,Pertussis
531,2021-10-31,百日咳 Pertussis,825,百日咳,Pertussis
532,2021-11-30,百日咳 Pertussis,1148,百日咳,Pertussis
533,2021-12-31,百日咳 Pertussis,2254,百日咳,Pertussis
534,2022-01-31,百日咳 Pertussis,2354,百日咳,Pertussis
535,2022-02-28,百日咳 Pertussis,2576,百日咳,Pertussis
536,2022-03-31,百日咳 Pertussis,3747,百日咳,Pertussis
537,2022-04-30,百日咳 Pertussis,3415,百日咳,Pertussis
538,2022-05-31,百日咳 Pertussis,3991,百日咳,Pertussis
539,2022-06-30,百日咳 Pertussis,4213,百日咳,Pertussis
540,2022-07-31,百日咳 Pertussis,4234,百日咳,Pertussis
541,2022-08-31,百日咳 Pertussis,5355,百日咳,Pertussis
542,2022-09-30,百日咳 Pertussis,3849,百日咳,Pertussis
543,2022-10-31,百日咳 Pertussis,2594,百日咳,Pertussis
544,2022-11-30,百日咳 Pertussis,2160,百日咳,Pertussis
545,2022-12-31,百日咳 Pertussis,1293,百日咳,Pertussis
546,2023-01-31,百日咳 Pertussis,883,百日咳,Pertussis
547,2023-02-28,百日咳 Pertussis,538,百日咳,Pertussis
548,2023-03-31,百日咳 Pertussis,821,百日咳,Pertussis
549,2023-04-30,百日咳 Pertussis,1074,百日咳,Pertussis
550,2023-05-31,百日咳 Pertussis,1334,百日咳,Pertussis
551,2023-06-30,百日咳 Pertussis,1512,百日咳,Pertussis
552,2023-07-31,百日咳 Pertussis,2767,百日咳,Pertussis
553,2023-08-31,百日咳 Pertussis,4793,百日咳,Pertussis
554,2023-09-30,百日咳 Pertussis,4517,百日咳,Pertussis
555,2023-10-31,百日咳 Pertussis,4430,百日咳,Pertussis
556,2023-11-30,百日咳 Pertussis,6410,百日咳,Pertussis
557,2023-12-31,百日咳 Pertussis,9126,百日咳,Pertussis
558,2024-01-31,百日咳 Pertussis,15275,百日咳,Pertussis
559,2024-02-29,百日咳 Pertussis,17105,百日咳,Pertussis
560,2024-03-31,百日咳 Pertussis,27078,百日咳,Pertussis
561,2024-04-30,百日咳 Pertussis,91272,百日咳,Pertussis
562,2024-05-31,百日咳 Pertussis,97669,百日咳,Pertussis
563,2024-06-30,百日咳 Pertussis,85817,百日咳,Pertussis
564,2024-07-31,百日咳 Pertussis,74964,百日咳,Pertussis
565,2024-08-31,百日咳 Pertussis,43216,百日咳,Pertussis
566,2024-09-30,百日咳 Pertussis,17316,百日咳,Pertussis
567,2024-10-31,百日咳 Pertussis,10118,百日咳,Pertussis
568,2024-11-30,百日咳 Pertussis,7829,百日咳,Pertussis
569,2024-12-31,百日咳 Pertussis,6662,百日咳,Pertussis
570,2025-01-01,百日咳 Pertussis,5611,百日咳,Pertussis
571,2025-02-01,百日咳 Pertussis,4298,百日咳,Pertussis
572,2025-03-01,百日咳 Pertussis,4186,百日咳,Pertussis
573,2025-04-01,百日咳 Pertussis,4506,百日咳,Pertussis
574,2025-05-01,百日咳 Pertussis,4260,百日咳,Pertussis
575,2025-06-01,百日咳 Pertussis,3590,百日咳,Pertussis
576,2025-07-01,百日咳 Pertussis,2974,百日咳,Pertussis
577,2025-08-01,百日咳 Pertussis,1774,百日咳,Pertussis
578,2025-09-01,百日咳 Pertussis,1028,百日咳,Pertussis
579,2025-10-01,百日咳 Pertussis,893,百日咳,Pertussis
580,2025-11-01,百日咳 Pertussis,1246,百日咳,Pertussis
581,2025-12-01,百日咳 Pertussis,1313,百日咳,Pertussis
582,2026-01-01,百日咳 Pertussis,971,百日咳,Pertussis
583,2026-02-01,百日咳 Pertussis,666,百日咳,Pertussis
584,2026-03-01,百日咳 Pertussis,636,百日咳,Pertussis
585,2010-01-31,斑疹伤寒 Typhus fever,118,斑疹伤寒,Typhus fever
586,2010-02-28,斑疹伤寒 Typhus fever,78,斑疹伤寒,Typhus fever
587,2010-03-31,斑疹伤寒 Typhus fever,107,斑疹伤寒,Typhus fever
588,2010-04-30,斑疹伤寒 Typhus fever,138,斑疹伤寒,Typhus fever
589,2010-05-01,斑疹伤寒 Typhus fever,168,斑疹伤寒,Typhus fever
590,2010-06-01,斑疹伤寒 Typhus fever,196,斑疹伤寒,Typhus fever
591,2010-07-01,斑疹伤寒 Typhus fever,234,斑疹伤寒,Typhus fever
592,2010-08-01,斑疹伤寒 Typhus fever,256,斑疹伤寒,Typhus fever
593,2010-09-01,斑疹伤寒 Typhus fever,361,斑疹伤寒,Typhus fever
594,2010-10-01,斑疹伤寒 Typhus fever,235,斑疹伤寒,Typhus fever
595,2010-11-01,斑疹伤寒 Typhus fever,191,斑疹伤寒,Typhus fever
596,2010-12-01,斑疹伤寒 Typhus fever,182,斑疹伤寒,Typhus fever
597,2011-01-31,斑疹伤寒 Typhus fever,111,斑疹伤寒,Typhus fever
598,2011-02-01,斑疹伤寒 Typhus fever,86,斑疹伤寒,Typhus fever
599,2011-03-02,斑疹伤寒 Typhus fever,119,斑疹伤寒,Typhus fever
600,2011-04-03,斑疹伤寒 Typhus fever,135,斑疹伤寒,Typhus fever
601,2011-05-04,斑疹伤寒 Typhus fever,205,斑疹伤寒,Typhus fever
602,2011-06-05,斑疹伤寒 Typhus fever,276,斑疹伤寒,Typhus fever
603,2011-07-31,斑疹伤寒 Typhus fever,273,斑疹伤寒,Typhus fever
604,2011-08-31,斑疹伤寒 Typhus fever,256,斑疹伤寒,Typhus fever
605,2011-09-30,斑疹伤寒 Typhus fever,263,斑疹伤寒,Typhus fever
606,2011-10-31,斑疹伤寒 Typhus fever,301,斑疹伤寒,Typhus fever
607,2011-11-30,斑疹伤寒 Typhus fever,211,斑疹伤寒,Typhus fever
608,2011-12-31,斑疹伤寒 Typhus fever,157,斑疹伤寒,Typhus fever
609,2012-01-31,斑疹伤寒 Typhus fever,132,斑疹伤寒,Typhus fever
610,2012-02-29,斑疹伤寒 Typhus fever,131,斑疹伤寒,Typhus fever
611,2012-03-31,斑疹伤寒 Typhus fever,158,斑疹伤寒,Typhus fever
612,2012-04-30,斑疹伤寒 Typhus fever,109,斑疹伤寒,Typhus fever
613,2012-05-31,斑疹伤寒 Typhus fever,162,斑疹伤寒,Typhus fever
614,2012-06-30,斑疹伤寒 Typhus fever,170,斑疹伤寒,Typhus fever
615,2012-07-31,斑疹伤寒 Typhus fever,221,斑疹伤寒,Typhus fever
616,2012-08-31,斑疹伤寒 Typhus fever,266,斑疹伤寒,Typhus fever
617,2012-09-30,斑疹伤寒 Typhus fever,192,斑疹伤寒,Typhus fever
618,2012-10-31,斑疹伤寒 Typhus fever,235,斑疹伤寒,Typhus fever
619,2012-11-30,斑疹伤寒 Typhus fever,207,斑疹伤寒,Typhus fever
620,2012-12-31,斑疹伤寒 Typhus fever,136,斑疹伤寒,Typhus fever
621,2013-01-01,斑疹伤寒 Typhus fever,132,斑疹伤寒,Typhus fever
622,2013-02-01,斑疹伤寒 Typhus fever,72,斑疹伤寒,Typhus fever
623,2013-03-03,斑疹伤寒 Typhus fever,103,斑疹伤寒,Typhus fever
624,2013-04-02,斑疹伤寒 Typhus fever,112,斑疹伤寒,Typhus fever
625,2013-05-03,斑疹伤寒 Typhus fever,200,斑疹伤寒,Typhus fever
626,2013-06-03,斑疹伤寒 Typhus fever,180,斑疹伤寒,Typhus fever
627,2013-07-04,斑疹伤寒 Typhus fever,222,斑疹伤寒,Typhus fever
628,2013-08-04,斑疹伤寒 Typhus fever,236,斑疹伤寒,Typhus fever
629,2013-09-04,斑疹伤寒 Typhus fever,209,斑疹伤寒,Typhus fever
630,2013-10-05,斑疹伤寒 Typhus fever,213,斑疹伤寒,Typhus fever
631,2013-11-30,斑疹伤寒 Typhus fever,210,斑疹伤寒,Typhus fever
632,2013-12-31,斑疹伤寒 Typhus fever,132,斑疹伤寒,Typhus fever
633,2014-01-30,斑疹伤寒 Typhus fever,91,斑疹伤寒,Typhus fever
634,2014-02-27,斑疹伤寒 Typhus fever,70,斑疹伤寒,Typhus fever
635,2014-03-30,斑疹伤寒 Typhus fever,74,斑疹伤寒,Typhus fever
636,2014-04-29,斑疹伤寒 Typhus fever,70,斑疹伤寒,Typhus fever
637,2014-05-30,斑疹伤寒 Typhus fever,132,斑疹伤寒,Typhus fever
638,2014-06-29,斑疹伤寒 Typhus fever,138,斑疹伤寒,Typhus fever
639,2014-07-30,斑疹伤寒 Typhus fever,187,斑疹伤寒,Typhus fever
640,2014-08-30,斑疹伤寒 Typhus fever,193,斑疹伤寒,Typhus fever
641,2014-09-29,斑疹伤寒 Typhus fever,193,斑疹伤寒,Typhus fever
642,2014-10-30,斑疹伤寒 Typhus fever,257,斑疹伤寒,Typhus fever
643,2014-11-30,斑疹伤寒 Typhus fever,178,斑疹伤寒,Typhus fever
644,2014-12-30,斑疹伤寒 Typhus fever,112,斑疹伤寒,Typhus fever
645,2015-01-01,斑疹伤寒 Typhus fever,84,斑疹伤寒,Typhus fever
646,2015-02-01,斑疹伤寒 Typhus fever,68,斑疹伤寒,Typhus fever
647,2015-03-01,斑疹伤寒 Typhus fever,116,斑疹伤寒,Typhus fever
648,2015-04-01,斑疹伤寒 Typhus fever,139,斑疹伤寒,Typhus fever
649,2015-05-01,斑疹伤寒 Typhus fever,146,斑疹伤寒,Typhus fever
650,2015-06-01,斑疹伤寒 Typhus fever,150,斑疹伤寒,Typhus fever
651,2015-07-01,斑疹伤寒 Typhus fever,120,斑疹伤寒,Typhus fever
652,2015-08-01,斑疹伤寒 Typhus fever,143,斑疹伤寒,Typhus fever
653,2015-09-01,斑疹伤寒 Typhus fever,142,斑疹伤寒,Typhus fever
654,2015-10-01,斑疹伤寒 Typhus fever,189,斑疹伤寒,Typhus fever
655,2015-11-01,斑疹伤寒 Typhus fever,116,斑疹伤寒,Typhus fever
656,2015-12-30,斑疹伤寒 Typhus fever,107,斑疹伤寒,Typhus fever
657,2016-01-01,斑疹伤寒 Typhus fever,58,斑疹伤寒,Typhus fever
658,2016-02-01,斑疹伤寒 Typhus fever,51,斑疹伤寒,Typhus fever
659,2016-03-01,斑疹伤寒 Typhus fever,56,斑疹伤寒,Typhus fever
660,2016-04-01,斑疹伤寒 Typhus fever,63,斑疹伤寒,Typhus fever
661,2016-05-01,斑疹伤寒 Typhus fever,104,斑疹伤寒,Typhus fever
662,2016-06-01,斑疹伤寒 Typhus fever,93,斑疹伤寒,Typhus fever
663,2016-07-01,斑疹伤寒 Typhus fever,113,斑疹伤寒,Typhus fever
664,2016-08-01,斑疹伤寒 Typhus fever,145,斑疹伤寒,Typhus fever
665,2016-09-01,斑疹伤寒 Typhus fever,118,斑疹伤寒,Typhus fever
666,2016-10-01,斑疹伤寒 Typhus fever,136,斑疹伤寒,Typhus fever
667,2016-11-01,斑疹伤寒 Typhus fever,158,斑疹伤寒,Typhus fever
668,2016-12-01,斑疹伤寒 Typhus fever,93,斑疹伤寒,Typhus fever
669,2017-01-01,斑疹伤寒 Typhus fever,41,斑疹伤寒,Typhus fever
670,2017-02-01,斑疹伤寒 Typhus fever,40,斑疹伤寒,Typhus fever
671,2017-03-01,斑疹伤寒 Typhus fever,50,斑疹伤寒,Typhus fever
672,2017-04-01,斑疹伤寒 Typhus fever,41,斑疹伤寒,Typhus fever
673,2017-05-01,斑疹伤寒 Typhus fever,79,斑疹伤寒,Typhus fever
674,2017-06-01,斑疹伤寒 Typhus fever,102,斑疹伤寒,Typhus fever
675,2017-07-01,斑疹伤寒 Typhus fever,104,斑疹伤寒,Typhus fever
676,2017-08-01,斑疹伤寒 Typhus fever,104,斑疹伤寒,Typhus fever
677,2017-09-01,斑疹伤寒 Typhus fever,88,斑疹伤寒,Typhus fever
678,2017-10-01,斑疹伤寒 Typhus fever,141,斑疹伤寒,Typhus fever
679,2017-11-01,斑疹伤寒 Typhus fever,111,斑疹伤寒,Typhus fever
680,2017-12-01,斑疹伤寒 Typhus fever,62,斑疹伤寒,Typhus fever
681,2018-01-01,斑疹伤寒 Typhus fever,34,斑疹伤寒,Typhus fever
682,2018-02-01,斑疹伤寒 Typhus fever,34,斑疹伤寒,Typhus fever
683,2018-03-01,斑疹伤寒 Typhus fever,38,斑疹伤寒,Typhus fever
684,2018-04-01,斑疹伤寒 Typhus fever,60,斑疹伤寒,Typhus fever
685,2018-05-01,斑疹伤寒 Typhus fever,87,斑疹伤寒,Typhus fever
686,2018-06-01,斑疹伤寒 Typhus fever,85,斑疹伤寒,Typhus fever
687,2018-07-01,斑疹伤寒 Typhus fever,103,斑疹伤寒,Typhus fever
688,2018-08-01,斑疹伤寒 Typhus fever,129,斑疹伤寒,Typhus fever
689,2018-09-01,斑疹伤寒 Typhus fever,114,斑疹伤寒,Typhus fever
690,2018-10-01,斑疹伤寒 Typhus fever,138,斑疹伤寒,Typhus fever
691,2018-11-01,斑疹伤寒 Typhus fever,117,斑疹伤寒,Typhus fever
692,2018-12-01,斑疹伤寒 Typhus fever,56,斑疹伤寒,Typhus fever
693,2019-01-01,斑疹伤寒 Typhus fever,62,斑疹伤寒,Typhus fever
694,2019-02-01,斑疹伤寒 Typhus fever,40,斑疹伤寒,Typhus fever
695,2019-03-01,斑疹伤寒 Typhus fever,52,斑疹伤寒,Typhus fever
696,2019-04-01,斑疹伤寒 Typhus fever,58,斑疹伤寒,Typhus fever
697,2019-05-01,斑疹伤寒 Typhus fever,113,斑疹伤寒,Typhus fever
698,2019-06-01,斑疹伤寒 Typhus fever,116,斑疹伤寒,Typhus fever
699,2019-07-01,斑疹伤寒 Typhus fever,109,斑疹伤寒,Typhus fever
700,2019-08-01,斑疹伤寒 Typhus fever,133,斑疹伤寒,Typhus fever
701,2019-09-01,斑疹伤寒 Typhus fever,143,斑疹伤寒,Typhus fever
702,2019-10-01,斑疹伤寒 Typhus fever,166,斑疹伤寒,Typhus fever
703,2019-11-01,斑疹伤寒 Typhus fever,146,斑疹伤寒,Typhus fever
704,2019-12-01,斑疹伤寒 Typhus fever,63,斑疹伤寒,Typhus fever
705,2020-01-31,斑疹伤寒 Typhus fever,59,斑疹伤寒,Typhus fever
706,2020-02-29,斑疹伤寒 Typhus fever,41,斑疹伤寒,Typhus fever
707,2020-03-31,斑疹伤寒 Typhus fever,29,斑疹伤寒,Typhus fever
708,2020-04-01,斑疹伤寒 Typhus fever,63,斑疹伤寒,Typhus fever
709,2020-05-01,斑疹伤寒 Typhus fever,67,斑疹伤寒,Typhus fever
710,2020-06-01,斑疹伤寒 Typhus fever,113,斑疹伤寒,Typhus fever
711,2020-07-01,斑疹伤寒 Typhus fever,127,斑疹伤寒,Typhus fever
712,2020-08-01,斑疹伤寒 Typhus fever,138,斑疹伤寒,Typhus fever
713,2020-09-01,斑疹伤寒 Typhus fever,184,斑疹伤寒,Typhus fever
714,2020-10-01,斑疹伤寒 Typhus fever,192,斑疹伤寒,Typhus fever
715,2020-11-01,斑疹伤寒 Typhus fever,131,斑疹伤寒,Typhus fever
716,2020-12-01,斑疹伤寒 Typhus fever,55,斑疹伤寒,Typhus fever
717,2021-01-31,斑疹伤寒 Typhus fever,45,斑疹伤寒,Typhus fever
718,2021-02-28,斑疹伤寒 Typhus fever,37,斑疹伤寒,Typhus fever
719,2021-03-31,斑疹伤寒 Typhus fever,35,斑疹伤寒,Typhus fever
720,2021-04-30,斑疹伤寒 Typhus fever,105,斑疹伤寒,Typhus fever
721,2021-05-31,斑疹伤寒 Typhus fever,111,斑疹伤寒,Typhus fever
722,2021-06-30,斑疹伤寒 Typhus fever,112,斑疹伤寒,Typhus fever
723,2021-07-31,斑疹伤寒 Typhus fever,101,斑疹伤寒,Typhus fever
724,2021-08-31,斑疹伤寒 Typhus fever,143,斑疹伤寒,Typhus fever
725,2021-09-30,斑疹伤寒 Typhus fever,211,斑疹伤寒,Typhus fever
726,2021-10-31,斑疹伤寒 Typhus fever,190,斑疹伤寒,Typhus fever
727,2021-11-30,斑疹伤寒 Typhus fever,155,斑疹伤寒,Typhus fever
728,2021-12-31,斑疹伤寒 Typhus fever,91,斑疹伤寒,Typhus fever
729,2022-01-31,斑疹伤寒 Typhus fever,63,斑疹伤寒,Typhus fever
730,2022-02-28,斑疹伤寒 Typhus fever,38,斑疹伤寒,Typhus fever
731,2022-03-31,斑疹伤寒 Typhus fever,36,斑疹伤寒,Typhus fever
732,2022-04-30,斑疹伤寒 Typhus fever,89,斑疹伤寒,Typhus fever
733,2022-05-31,斑疹伤寒 Typhus fever,144,斑疹伤寒,Typhus fever
734,2022-06-30,斑疹伤寒 Typhus fever,124,斑疹伤寒,Typhus fever
735,2022-07-31,斑疹伤寒 Typhus fever,179,斑疹伤寒,Typhus fever
736,2022-08-31,斑疹伤寒 Typhus fever,205,斑疹伤寒,Typhus fever
737,2022-09-30,斑疹伤寒 Typhus fever,174,斑疹伤寒,Typhus fever
738,2022-10-31,斑疹伤寒 Typhus fever,118,斑疹伤寒,Typhus fever
739,2022-11-30,斑疹伤寒 Typhus fever,116,斑疹伤寒,Typhus fever
740,2022-12-31,斑疹伤寒 Typhus fever,36,斑疹伤寒,Typhus fever
741,2023-01-31,斑疹伤寒 Typhus fever,33,斑疹伤寒,Typhus fever
742,2023-02-28,斑疹伤寒 Typhus fever,50,斑疹伤寒,Typhus fever
743,2023-03-31,斑疹伤寒 Typhus fever,77,斑疹伤寒,Typhus fever
744,2023-04-30,斑疹伤寒 Typhus fever,119,斑疹伤寒,Typhus fever
745,2023-05-31,斑疹伤寒 Typhus fever,171,斑疹伤寒,Typhus fever
746,2023-06-30,斑疹伤寒 Typhus fever,131,斑疹伤寒,Typhus fever
747,2023-07-31,斑疹伤寒 Typhus fever,169,斑疹伤寒,Typhus fever
748,2023-08-31,斑疹伤寒 Typhus fever,217,斑疹伤寒,Typhus fever
749,2023-09-30,斑疹伤寒 Typhus fever,227,斑疹伤寒,Typhus fever
750,2023-10-31,斑疹伤寒 Typhus fever,215,斑疹伤寒,Typhus fever
751,2023-11-30,斑疹伤寒 Typhus fever,170,斑疹伤寒,Typhus fever
752,2023-12-31,斑疹伤寒 Typhus fever,102,斑疹伤寒,Typhus fever
753,2024-01-31,斑疹伤寒 Typhus fever,68,斑疹伤寒,Typhus fever
754,2024-02-29,斑疹伤寒 Typhus fever,45,斑疹伤寒,Typhus fever
755,2024-03-31,斑疹伤寒 Typhus fever,51,斑疹伤寒,Typhus fever
756,2024-04-30,斑疹伤寒 Typhus fever,153,斑疹伤寒,Typhus fever
757,2024-05-31,斑疹伤寒 Typhus fever,190,斑疹伤寒,Typhus fever
758,2024-06-30,斑疹伤寒 Typhus fever,131,斑疹伤寒,Typhus fever
759,2024-07-31,斑疹伤寒 Typhus fever,179,斑疹伤寒,Typhus fever
760,2024-08-31,斑疹伤寒 Typhus fever,207,斑疹伤寒,Typhus fever
761,2024-09-30,斑疹伤寒 Typhus fever,188,斑疹伤寒,Typhus fever
762,2024-10-31,斑疹伤寒 Typhus fever,186,斑疹伤寒,Typhus fever
763,2024-11-30,斑疹伤寒 Typhus fever,175,斑疹伤寒,Typhus fever
764,2024-12-31,斑疹伤寒 Typhus fever,119,斑疹伤寒,Typhus fever
765,2025-01-01,斑疹伤寒 Typhus fever,54,斑疹伤寒,Typhus fever
766,2025-02-01,斑疹伤寒 Typhus fever,37,斑疹伤寒,Typhus fever
767,2025-03-01,斑疹伤寒 Typhus fever,33,斑疹伤寒,Typhus fever
768,2025-04-01,斑疹伤寒 Typhus fever,89,斑疹伤寒,Typhus fever
769,2025-05-01,斑疹伤寒 Typhus fever,218,斑疹伤寒,Typhus fever
770,2025-06-01,斑疹伤寒 Typhus fever,135,斑疹伤寒,Typhus fever
771,2025-07-01,斑疹伤寒 Typhus fever,164,斑疹伤寒,Typhus fever
772,2025-08-01,斑疹伤寒 Typhus fever,145,斑疹伤寒,Typhus fever
773,2025-09-01,斑疹伤寒 Typhus fever,195,斑疹伤寒,Typhus fever
774,2025-10-01,斑疹伤寒 Typhus fever,165,斑疹伤寒,Typhus fever
